Table Name,Entity/Table Owner,Column Name,Domain,Column Datatype,Column Null Option,Primary Key,Restricted,PII,HashKey
invoice_item,dbo,parent_item_seq_id,,varchar(40),NULL,No,,,
invoice_item,dbo,item_type_enum_id,,varchar(40),NULL,No,,,
invoice_item,dbo,override_gl_account_id,,varchar(40),NULL,No,,,
invoice_item,dbo,asset_id,,varchar(40),NULL,No,,,
invoice_item,dbo,product_id,,varchar(40),NULL,No,,,
invoice_item,dbo,other_party_product_id,,varchar(63),NULL,No,,,
invoice_item,dbo,parent_invoice_id,,varchar(40),NULL,No,,,
invoice_item,dbo,parent_invoice_item_seq_id,,varchar(40),NULL,No,,,
invoice_item,dbo,taxable_flag,,char(1),NULL,No,,,
invoice_item,dbo,quantity,,"numeric(26,6)",NULL,No,,,
invoice_item,dbo,quantity_uom_id,,varchar(40),NULL,No,,,
invoice_item,dbo,amount,,"numeric(25,5)",NULL,No,,,
invoice_item,dbo,description,,text,NULL,No,,,
invoice_item,dbo,item_date,,datetime,NULL,No,,,
invoice_item,dbo,is_adjustment,,char(1),NULL,No,,,
invoice_item,dbo,sales_opportunity_id,,varchar(40),NULL,No,,,
invoice_item,dbo,tax_authority_id,,varchar(40),NULL,No,,,
invoice_item,dbo,payroll_adjustment_id,,varchar(40),NULL,No,,,
invoice_item,dbo,fin_account_id,,varchar(40),NULL,No,,,
invoice_item,dbo,fin_account_trans_id,,varchar(40),NULL,No,,,
invoice_item,dbo,bill_thru_vendor_name,,text,NULL,No,,,
invoice_item,dbo,bill_thru_vendor_ref,,varchar(63),NULL,No,,,
invoice_item,dbo,last_updated_stamp,,datetime,NULL,No,,,
subscription,dbo,subscription_id,,varchar(40),NOT NULL,Yes,,,Yes
subscription,dbo,subscription_type_enum_id,,varchar(40),NULL,No,,,
subscription,dbo,subscription_resource_id,,varchar(40),NULL,No,,,
subscription,dbo,subscriber_party_id,,varchar(40),NULL,No,,,
subscription,dbo,deliver_to_contact_mech_id,,varchar(40),NULL,No,,,
subscription,dbo,order_id,,varchar(40),NULL,No,,,
subscription,dbo,order_item_seq_id,,varchar(40),NULL,No,,,
subscription,dbo,product_id,,varchar(40),NULL,No,,,
subscription,dbo,external_subscription_id,,varchar(63),NULL,No,,,
subscription,dbo,resource_instance_id,,varchar(63),NULL,No,,,
subscription,dbo,description,,text,NULL,No,,,
subscription,dbo,from_date,,datetime,NULL,No,,,
subscription,dbo,thru_date,,datetime,NULL,No,,,
subscription,dbo,purchase_from_date,,datetime,NULL,No,,,
subscription,dbo,purchase_thru_date,,datetime,NULL,No,,,
subscription,dbo,available_time,,"numeric(20,0)",NULL,No,,,
subscription,dbo,available_time_uom_id,,varchar(40),NULL,No,,,
subscription,dbo,use_time,,"numeric(20,0)",NULL,No,,,
subscription,dbo,use_time_uom_id,,varchar(40),NULL,No,,,
subscription,dbo,use_count_limit,,"numeric(20,0)",NULL,No,,,
subscription,dbo,last_updated_stamp,,datetime,NULL,No,,,
finworksheetacctparty,dbo,financial_worksheet_id,,varchar(40),NOT NULL,Yes,,,Yes
finworksheetacctparty,dbo,account_id,,varchar(255),NOT NULL,Yes,,,Yes
finworksheetacctparty,dbo,party_id,,varchar(40),NOT NULL,Yes,,,Yes
finworksheetacctparty,dbo,role_type_id,,varchar(40),NULL,No,,,
finworksheetacctparty,dbo,responsibility_enum_id,,varchar(40),NULL,No,,,
finworksheetacctparty,dbo,last_updated_stamp,,datetime,NULL,No,,,
score_factor,dbo,score_factor_id,,varchar(40),NOT NULL,Yes,,,Yes
score_factor,dbo,score_model_id,,varchar(40),NULL,No,,,
score_factor,dbo,fact_id,,text,NULL,No,,,
score_factor,dbo,factor_weight,,float,NULL,No,,,
score_factor,dbo,last_updated_stamp,,datetime,NULL,No,,,
empl_position_class,dbo,empl_position_class_id,,varchar(40),NOT NULL,Yes,,,Yes
empl_position_class,dbo,title,,text,NULL,No,,,
empl_position_class,dbo,description,,text,NULL,No,,,
empl_position_class,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_uom_dimension,dbo,product_uom_dimension_id,,varchar(40),NOT NULL,Yes,,,Yes
product_uom_dimension,dbo,product_id,,varchar(40),NOT NULL,No,,,
product_uom_dimension,dbo,uom_dimension_type_id,,varchar(40),NULL,No,,,
product_uom_dimension,dbo,market_segment_id,,varchar(40),NULL,No,,,
product_uom_dimension,dbo,value,,"numeric(26,6)",NULL,No,,,
product_uom_dimension,dbo,uom_id,,varchar(40),NULL,No,,,
product_uom_dimension,dbo,last_updated_stamp,,datetime,NULL,No,,,
credit_card,dbo,payment_method_id,,varchar(40),NOT NULL,Yes,,,Yes
credit_card,dbo,credit_card_type_enum_id,,varchar(40),NULL,No,,,
credit_card,dbo,card_number,,text,NULL,No,Yes,,
credit_card,dbo,card_number_lookup_hash,,nvarchar(80),NULL,No,,,
credit_card,dbo,valid_from_date,,varchar(63),NULL,No,,,
credit_card,dbo,expire_date,,varchar(63),NULL,No,,,
credit_card,dbo,issue_number,,varchar(63),NULL,No,,,
credit_card,dbo,card_security_code,,text,NULL,No,Yes,,
credit_card,dbo,consecutive_failed_auths,,"numeric(20,0)",NULL,No,,,
credit_card,dbo,last_failed_auth_date,,datetime,NULL,No,,,
credit_card,dbo,consecutive_failed_nsf,,"numeric(20,0)",NULL,No,,,
credit_card,dbo,last_failed_nsf_date,,datetime,NULL,No,,,
credit_card,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_category_member,dbo,product_category_id,,varchar(40),NOT NULL,Yes,,,Yes
product_category_member,dbo,product_id,,varchar(40),NOT NULL,Yes,,,Yes
product_category_member,dbo,from_date,,datetime,NOT NULL,Yes,,,Yes
product_category_member,dbo,thru_date,,datetime,NULL,No,,,
product_category_member,dbo,comments,,text,NULL,No,,,
product_category_member,dbo,sequence_num,,"numeric(20,0)",NULL,No,,,
product_category_member,dbo,quantity,,"numeric(26,6)",NULL,No,,,
product_category_member,dbo,last_updated_stamp,,datetime,NULL,No,,,
asset_maintenance_order_item,dbo,asset_maintenance_id,,varchar(40),NOT NULL,Yes,,,Yes
asset_maintenance_order_item,dbo,order_id,,varchar(40),NOT NULL,Yes,,,Yes
asset_maintenance_order_item,dbo,order_item_seq_id,,varchar(40),NOT NULL,Yes,,,Yes
asset_maintenance_order_item,dbo,last_updated_stamp,,datetime,NULL,No,,,
party_setting_type,dbo,party_setting_type_id,,varchar(40),NOT NULL,Yes,,,Yes
party_setting_type,dbo,description,,text,NULL,No,,,
party_setting_type,dbo,valid_regexp,,text,NULL,No,,,
party_setting_type,dbo,enum_type_id,,varchar(40),NULL,No,,,
party_setting_type,dbo,default_value,,text,NULL,No,,,
party_setting_type,dbo,last_updated_stamp,,datetime,NULL,No,,,
work_effort_deliverable_prod,dbo,work_effort_id,,varchar(40),NOT NULL,Yes,,,Yes
work_effort_deliverable_prod,dbo,deliverable_id,,varchar(40),NOT NULL,Yes,,,Yes
work_effort_deliverable_prod,dbo,last_updated_stamp,,datetime,NULL,No,,,
oidc_user_login_session,dbo,user_id,,varchar(40),NOT NULL,Yes,,,Yes
oidc_user_login_session,dbo,session_id,,nvarchar(80),NOT NULL,Yes,,,Yes
oidc_user_login_session,dbo,last_updated_stamp,,datetime,NULL,No,,,
tracking_code,dbo,tracking_code_id,,varchar(40),NOT NULL,Yes,,,Yes
tracking_code,dbo,tracking_code_type_enum_id,,varchar(40),NULL,No,,,
tracking_code,dbo,marketing_campaign_id,,varchar(40),NULL,No,,,
tracking_code,dbo,redirect_url,,text,NULL,No,,,
tracking_code,dbo,comments,,text,NULL,No,,,
tracking_code,dbo,description,,text,NULL,No,,,
tracking_code,dbo,trackable_lifetime,,"numeric(20,0)",NULL,No,,,
tracking_code,dbo,billable_lifetime,,"numeric(20,0)",NULL,No,,,
tracking_code,dbo,from_date,,datetime,NULL,No,,,
tracking_code,dbo,thru_date,,datetime,NULL,No,,,
tracking_code,dbo,group_id,,varchar(40),NULL,No,,,
tracking_code,dbo,subgroup_id,,varchar(40),NULL,No,,,
tracking_code,dbo,last_updated_stamp,,datetime,NULL,No,,,
gl_account_type_party_default,dbo,organization_party_id,,varchar(40),NOT NULL,Yes,,,Yes
gl_account_type_party_default,dbo,party_id,,varchar(40),NOT NULL,Yes,,,Yes
gl_account_type_party_default,dbo,role_type_id,,varchar(40),NOT NULL,Yes,,,Yes
gl_account_type_party_default,dbo,gl_account_type_enum_id,,varchar(40),NOT NULL,Yes,,,Yes
gl_account_type_party_default,dbo,gl_account_id,,varchar(40),NULL,No,,,
gl_account_type_party_default,dbo,last_updated_stamp,,datetime,NULL,No,,,
shipment_item,dbo,shipment_id,,varchar(40),NOT NULL,Yes,,,Yes
shipment_item,dbo,product_id,,varchar(40),NOT NULL,Yes,,,Yes
shipment_item,dbo,quantity,,"numeric(26,6)",NULL,No,,,
shipment_item,dbo,last_updated_stamp,,datetime,NULL,No,,,
facility_group,dbo,facility_group_id,,varchar(40),NOT NULL,Yes,,,Yes
facility_group,dbo,parent_group_id,,varchar(40),NULL,No,,,
facility_group,dbo,facility_group_type_enum_id,,varchar(40),NULL,No,,,
facility_group,dbo,description,,text,NULL,No,,,
facility_group,dbo,last_updated_stamp,,datetime,NULL,No,,,
rule,dbo,rule_id,,varchar(40),NOT NULL,Yes,,,Yes
rule,dbo,pseudo_id,,varchar(63),NULL,No,,,
rule,dbo,name,,text,NULL,No,,,
rule,dbo,fact_id,,text,NULL,No,,,
rule,dbo,comparison_operator,,varchar(40),NULL,No,,,
rule,dbo,threshold_value,,text,NULL,No,,,
rule,dbo,failure_level_enum_id,,varchar(63),NULL,No,,,
rule,dbo,missing_data_level_enum_id,,varchar(63),NULL,No,,,
rule,dbo,uom_id,,varchar(40),NULL,No,,,
rule,dbo,decline_reason_enum_id,,varchar(40),NULL,No,,,
rule,dbo,last_updated_stamp,,datetime,NULL,No,,,
db_resource_file,dbo,resource_id,,varchar(40),NOT NULL,Yes,,,Yes
db_resource_file,dbo,mime_type,,text,NULL,No,,,
db_resource_file,dbo,version_name,,varchar(63),NULL,No,,,
db_resource_file,dbo,root_version_name,,varchar(63),NULL,No,,,
db_resource_file,dbo,file_data,,varbinary(max),NULL,No,,,
db_resource_file,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_parameter_option,dbo,product_parameter_option_id,,varchar(40),NOT NULL,Yes,,,Yes
product_parameter_option,dbo,product_parameter_id,,varchar(40),NOT NULL,No,,,
product_parameter_option,dbo,product_id,,varchar(40),NULL,No,,,
product_parameter_option,dbo,market_segment_id,,varchar(40),NULL,No,,,
product_parameter_option,dbo,product_store_id,,varchar(40),NULL,No,,,
product_parameter_option,dbo,product_uom_dimension_id,,varchar(40),NULL,No,,,
product_parameter_option,dbo,product_other_ident_id,,varchar(40),NULL,No,,,
product_parameter_option,dbo,parameter_value,,text,NULL,No,,,
product_parameter_option,dbo,sequence_num,,"numeric(20,0)",NULL,No,,,
product_parameter_option,dbo,fis_product_id,,varchar(63),NULL,No,,,
product_parameter_option,dbo,fis_sub_product_id,,varchar(63),NULL,No,,,
product_parameter_option,dbo,last_updated_stamp,,datetime,NULL,No,,,
budget_scenario_application,dbo,budget_scenario_applic_id,,varchar(40),NOT NULL,Yes,,,Yes
budget_scenario_application,dbo,budget_scenario_id,,varchar(40),NOT NULL,Yes,,,Yes
budget_scenario_application,dbo,budget_id,,varchar(40),NULL,No,,,
budget_scenario_application,dbo,budget_item_seq_id,,varchar(40),NULL,No,,,
budget_scenario_application,dbo,amount_change,,"numeric(24,4)",NULL,No,,,
budget_scenario_application,dbo,percentage_change,,"numeric(26,6)",NULL,No,,,
budget_scenario_application,dbo,last_updated_stamp,,datetime,NULL,No,,,
payroll_garnish_min_wage,dbo,state_or_country_geo_id,,varchar(40),NOT NULL,Yes,,,Yes
payroll_garnish_min_wage,dbo,time_period_type_id,,varchar(40),NOT NULL,Yes,,,Yes
payroll_garnish_min_wage,dbo,from_date,,datetime,NOT NULL,Yes,,,Yes
payroll_garnish_min_wage,dbo,thru_date,,datetime,NULL,No,,,
payroll_garnish_min_wage,dbo,minimum_wage,,"numeric(26,6)",NULL,No,,,
payroll_garnish_min_wage,dbo,range_low,,"numeric(26,6)",NULL,No,,,
payroll_garnish_min_wage,dbo,range_high,,"numeric(26,6)",NULL,No,,,
payroll_garnish_min_wage,dbo,last_updated_stamp,,datetime,NULL,No,,,
app_instance_link,dbo,app_instance_id,,varchar(40),NOT NULL,Yes,,,Yes
app_instance_link,dbo,instance_name,,nvarchar(80),NOT NULL,Yes,,,Yes
app_instance_link,dbo,alias_name,,text,NULL,No,,,
app_instance_link,dbo,last_updated_stamp,,datetime,NULL,No,,,
party,dbo,party_id,,varchar(40),NOT NULL,Yes,,,Yes
party,dbo,pseudo_id,,varchar(63),NULL,No,,,
party,dbo,party_type_enum_id,,varchar(40),NULL,No,,,
party,dbo,disabled,,char(1),NULL,No,,,
party,dbo,customer_status_id,,varchar(40),NULL,No,,,
party,dbo,owner_party_id,,varchar(40),NULL,No,,,
party,dbo,external_id,,varchar(40),NULL,No,,,
party,dbo,data_source_id,,varchar(40),NULL,No,,,
party,dbo,gateway_cim_id,,varchar(63),NULL,No,,,
party,dbo,comments,,text,NULL,No,,,
party,dbo,shipping_instructions,,text,NULL,No,,,
party,dbo,has_duplicates,,char(1),NULL,No,,,
party,dbo,last_dup_check_date,,datetime,NULL,No,,,
party,dbo,merged_to_party_id,,varchar(40),NULL,No,,,
party,dbo,last_updated_stamp,,datetime,NULL,No,,,
wiki_page_alias,dbo,wiki_space_id,,varchar(40),NOT NULL,Yes,,,Yes
wiki_page_alias,dbo,alias_path,,nvarchar(80),NOT NULL,Yes,,,Yes
wiki_page_alias,dbo,wiki_page_id,,varchar(40),NULL,No,,,
wiki_page_alias,dbo,last_updated_stamp,,datetime,NULL,No,,,
localized_message,dbo,original,,nvarchar(80),NOT NULL,Yes,,,Yes
localized_message,dbo,locale,,varchar(63),NOT NULL,Yes,,,Yes
localized_message,dbo,localized,,text,NULL,No,,,
localized_message,dbo,last_updated_stamp,,datetime,NULL,No,,,
system_message_remote,dbo,system_message_remote_id,,varchar(40),NOT NULL,Yes,,,Yes
system_message_remote,dbo,description,,text,NULL,No,,,
system_message_remote,dbo,send_url,,text,NULL,No,,,
system_message_remote,dbo,receive_url,,text,NULL,No,,,
system_message_remote,dbo,remote_charset,,varchar(63),NULL,No,,,
system_message_remote,dbo,remote_attributes,,char(1),NULL,No,,,
system_message_remote,dbo,send_service_name,,text,NULL,No,,,
system_message_remote,dbo,username,,text,NULL,No,,,
system_message_remote,dbo,password,,text,NULL,No,,,
system_message_remote,dbo,public_key,,text,NULL,No,,,
system_message_remote,dbo,private_key,,text,NULL,No,,,
system_message_remote,dbo,remote_public_key,,text,NULL,No,,,
system_message_remote,dbo,shared_secret,,text,NULL,No,,,
system_message_remote,dbo,send_shared_secret,,text,NULL,No,,,
system_message_remote,dbo,auth_header_name,,text,NULL,No,,,
system_message_remote,dbo,message_auth_enum_id,,varchar(40),NULL,No,,,
system_message_remote,dbo,send_auth_enum_id,,varchar(40),NULL,No,,,
system_message_remote,dbo,system_message_type_id,,varchar(40),NULL,No,,,
system_message_remote,dbo,internal_id,,varchar(63),NULL,No,,,
system_message_remote,dbo,internal_id_type,,varchar(63),NULL,No,,,
system_message_remote,dbo,internal_app_code,,text,NULL,No,,,
system_message_remote,dbo,remote_id,,varchar(63),NULL,No,,,
system_message_remote,dbo,remote_id_type,,varchar(63),NULL,No,,,
system_message_remote,dbo,remote_app_code,,text,NULL,No,,,
system_message_remote,dbo,ack_requested,,varchar(63),NULL,No,,,
system_message_remote,dbo,usage_code,,varchar(63),NULL,No,,,
system_message_remote,dbo,segment_terminator,,char(1),NULL,No,,,
system_message_remote,dbo,element_separator,,char(1),NULL,No,,,
system_message_remote,dbo,component_delimiter,,char(1),NULL,No,,,
system_message_remote,dbo,escape_character,,char(1),NULL,No,,,
system_message_remote,dbo,pre_auth_message_remote_id,,varchar(40),NULL,No,,,
system_message_remote,dbo,product_store_id,,varchar(40),NULL,No,,,
system_message_remote,dbo,mapping_ruleset_id,,varchar(40),NULL,No,,,
system_message_remote,dbo,lookup_service_register_id,,varchar(40),NULL,No,,,
system_message_remote,dbo,last_updated_stamp,,datetime,NULL,No,,,
form_list_find_user,dbo,form_list_find_id,,varchar(40),NOT NULL,Yes,,,Yes
form_list_find_user,dbo,user_id,,varchar(40),NOT NULL,Yes,,,Yes
form_list_find_user,dbo,last_updated_stamp,,datetime,NULL,No,,,
screen_path_alias,dbo,alias_path,,nvarchar(200),NOT NULL,Yes,,,Yes
screen_path_alias,dbo,from_date,,datetime,NOT NULL,Yes,,,Yes
screen_path_alias,dbo,thru_date,,datetime,NULL,No,,,
screen_path_alias,dbo,screen_path,,text,NULL,No,,,
screen_path_alias,dbo,last_updated_stamp,,datetime,NULL,No,,,
employment_leave,dbo,party_relationship_id,,varchar(40),NOT NULL,Yes,,,Yes
employment_leave,dbo,from_date,,date,NOT NULL,Yes,,,Yes
employment_leave,dbo,thru_date,,date,NULL,No,,,
employment_leave,dbo,leave_type_enum_id,,varchar(40),NULL,No,,,
employment_leave,dbo,leave_reason_enum_id,,varchar(40),NULL,No,,,
employment_leave,dbo,leave_approved,,char(1),NULL,No,,,
employment_leave,dbo,approver_party_id,,varchar(40),NULL,No,,,
employment_leave,dbo,description,,text,NULL,No,,,
employment_leave,dbo,last_updated_stamp,,datetime,NULL,No,,,
request_content,dbo,request_content_id,,varchar(40),NOT NULL,Yes,,,Yes
request_content,dbo,request_id,,varchar(40),NULL,No,,,
request_content,dbo,content_location,,text,NULL,No,,,
request_content,dbo,content_type_enum_id,,varchar(40),NULL,No,,,
request_content,dbo,content_date,,datetime,NULL,No,,,
request_content,dbo,description,,text,NULL,No,,,
request_content,dbo,user_id,,varchar(40),NULL,No,,,
request_content,dbo,last_updated_stamp,,datetime,NULL,No,,,
data_document_field,dbo,data_document_id,,varchar(40),NOT NULL,Yes,,,Yes
data_document_field,dbo,field_seq_id,,varchar(40),NOT NULL,Yes,,,Yes
data_document_field,dbo,field_path,,text,NULL,No,,,
data_document_field,dbo,field_name_alias,,text,NULL,No,,,
data_document_field,dbo,field_type,,varchar(63),NULL,No,,,
data_document_field,dbo,sortable,,char(1),NULL,No,,,
data_document_field,dbo,default_display,,char(1),NULL,No,,,
data_document_field,dbo,function_name,,varchar(63),NULL,No,,,
data_document_field,dbo,sequence_num,,"numeric(20,0)",NULL,No,,,
data_document_field,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_db_form,dbo,product_db_form_id,,varchar(40),NOT NULL,Yes,,,Yes
product_db_form,dbo,product_id,,varchar(40),NOT NULL,No,,,
product_db_form,dbo,form_id,,varchar(40),NOT NULL,No,,,
product_db_form,dbo,product_form_type_enum_id,,varchar(40),NULL,No,,,
product_db_form,dbo,sequence_num,,"numeric(20,0)",NULL,No,,,
product_db_form,dbo,role_type_id,,varchar(40),NULL,No,,,
product_db_form,dbo,market_segment_id,,varchar(40),NULL,No,,,
product_db_form,dbo,last_updated_stamp,,datetime,NULL,No,,,
asset_reservation,dbo,asset_reservation_id,,varchar(40),NOT NULL,Yes,,,Yes
asset_reservation,dbo,asset_id,,varchar(40),NULL,No,,,
asset_reservation,dbo,product_id,,varchar(40),NULL,No,,,
asset_reservation,dbo,order_id,,varchar(40),NULL,No,,,
asset_reservation,dbo,order_item_seq_id,,varchar(40),NULL,No,,,
asset_reservation,dbo,reservation_order_enum_id,,varchar(40),NULL,No,,,
asset_reservation,dbo,quantity,,"numeric(26,6)",NULL,No,,,
asset_reservation,dbo,quantity_not_available,,"numeric(26,6)",NULL,No,,,
asset_reservation,dbo,quantity_not_issued,,"numeric(26,6)",NULL,No,,,
asset_reservation,dbo,reserved_date,,datetime,NULL,No,,,
asset_reservation,dbo,original_promised_date,,datetime,NULL,No,,,
asset_reservation,dbo,current_promised_date,,datetime,NULL,No,,,
asset_reservation,dbo,priority,,"numeric(20,0)",NULL,No,,,
asset_reservation,dbo,sequence_num,,"numeric(20,0)",NULL,No,,,
asset_reservation,dbo,last_updated_stamp,,datetime,NULL,No,,,
payment_content,dbo,payment_content_id,,varchar(40),NOT NULL,Yes,,,Yes
payment_content,dbo,payment_id,,varchar(40),NULL,No,,,
payment_content,dbo,content_location,,text,NULL,No,,,
payment_content,dbo,content_type_enum_id,,varchar(40),NULL,No,,,
payment_content,dbo,description,,text,NULL,No,,,
payment_content,dbo,content_date,,datetime,NULL,No,,,
payment_content,dbo,user_id,,varchar(40),NULL,No,,,
payment_content,dbo,last_updated_stamp,,datetime,NULL,No,,,
work_type_risk_class,dbo,geo_id,,varchar(40),NOT NULL,Yes,,,Yes
work_type_risk_class,dbo,work_type_enum_id,,varchar(40),NOT NULL,Yes,,,Yes
work_type_risk_class,dbo,risk_class_enum_id,,varchar(40),NULL,No,,,
work_type_risk_class,dbo,last_updated_stamp,,datetime,NULL,No,,,
order_item,dbo,order_id,,varchar(40),NOT NULL,Yes,,,Yes
order_item,dbo,order_item_seq_id,,varchar(40),NOT NULL,Yes,,,Yes
order_item,dbo,order_part_seq_id,,varchar(40),NULL,No,,,
order_item,dbo,parent_item_seq_id,,varchar(40),NULL,No,,,
order_item,dbo,item_type_enum_id,,varchar(40),NULL,No,,,
order_item,dbo,product_id,,varchar(40),NULL,No,,,
order_item,dbo,product_feature_id,,varchar(40),NULL,No,,,
order_item,dbo,other_party_product_id,,varchar(63),NULL,No,,,
order_item,dbo,product_parameter_set_id,,varchar(40),NULL,No,,,
order_item,dbo,item_description,,text,NULL,No,,,
order_item,dbo,comments,,text,NULL,No,,,
order_item,dbo,quantity,,"numeric(26,6)",NULL,No,,,
order_item,dbo,quantity_uom_id,,varchar(40),NULL,No,,,
order_item,dbo,quantity_cancelled,,"numeric(26,6)",NULL,No,,,
order_item,dbo,selected_amount,,"numeric(26,6)",NULL,No,,,
order_item,dbo,priority,,"numeric(20,0)",NULL,No,,,
order_item,dbo,required_by_date,,datetime,NULL,No,,,
order_item,dbo,unit_amount,,"numeric(25,5)",NULL,No,,,
order_item,dbo,unit_list_price,,"numeric(25,5)",NULL,No,,,
order_item,dbo,is_modified_price,,char(1),NULL,No,,,
order_item,dbo,standard_cost,,"numeric(25,5)",NULL,No,,,
order_item,dbo,external_item_seq_id,,varchar(40),NULL,No,,,
order_item,dbo,from_asset_id,,varchar(40),NULL,No,,,
order_item,dbo,product_price_id,,varchar(40),NULL,No,,,
order_item,dbo,product_category_id,,varchar(40),NULL,No,,,
order_item,dbo,is_promo,,char(1),NULL,No,,,
order_item,dbo,promo_quantity,,"numeric(26,6)",NULL,No,,,
order_item,dbo,promo_times_used,,"numeric(26,6)",NULL,No,,,
order_item,dbo,store_promotion_id,,varchar(40),NULL,No,,,
order_item,dbo,promo_code_id,,varchar(40),NULL,No,,,
order_item,dbo,promo_code_text,,text,NULL,No,,,
order_item,dbo,subscription_id,,varchar(40),NULL,No,,,
order_item,dbo,fin_account_id,,varchar(40),NULL,No,,,
order_item,dbo,fin_account_trans_id,,varchar(40),NULL,No,,,
order_item,dbo,override_gl_account_id,,varchar(40),NULL,No,,,
order_item,dbo,sales_opportunity_id,,varchar(40),NULL,No,,,
order_item,dbo,source_reference_id,,varchar(63),NULL,No,,,
order_item,dbo,source_percentage,,"numeric(26,6)",NULL,No,,,
order_item,dbo,amount_already_included,,"numeric(25,5)",NULL,No,,,
order_item,dbo,exempt_amount,,"numeric(24,4)",NULL,No,,,
order_item,dbo,customer_reference_id,,varchar(63),NULL,No,,,
order_item,dbo,tax_authority_id,,varchar(40),NULL,No,,,
order_item,dbo,opt_in_rewards,,char(1),NULL,No,,,
order_item,dbo,opt_in_secured_business,,char(1),NULL,No,,,
order_item,dbo,last_updated_stamp,,datetime,NULL,No,,,
uom_group_member,dbo,uom_group_enum_id,,varchar(40),NOT NULL,Yes,,,Yes
uom_group_member,dbo,uom_id,,varchar(40),NOT NULL,Yes,,,Yes
uom_group_member,dbo,last_updated_stamp,,datetime,NULL,No,,,
instance_host_type,dbo,host_type_id,,varchar(40),NOT NULL,Yes,,,Yes
instance_host_type,dbo,description,,text,NULL,No,,,
instance_host_type,dbo,init_service,,text,NULL,No,,,
instance_host_type,dbo,start_service,,text,NULL,No,,,
instance_host_type,dbo,stop_service,,text,NULL,No,,,
instance_host_type,dbo,remove_service,,text,NULL,No,,,
instance_host_type,dbo,check_service,,text,NULL,No,,,
instance_host_type,dbo,last_updated_stamp,,datetime,NULL,No,,,
shipping_gateway_carrier,dbo,shipping_gateway_config_id,,varchar(40),NOT NULL,Yes,,,Yes
shipping_gateway_carrier,dbo,carrier_party_id,,varchar(40),NOT NULL,Yes,,,Yes
shipping_gateway_carrier,dbo,gateway_account_id,,text,NULL,No,,,
shipping_gateway_carrier,dbo,last_updated_stamp,,datetime,NULL,No,,,
financial_account,dbo,fin_account_id,,varchar(40),NOT NULL,Yes,,,Yes
financial_account,dbo,fin_account_type_id,,varchar(40),NULL,No,,,
financial_account,dbo,status_id,,varchar(40),NULL,No,,,
financial_account,dbo,fin_account_name,,text,NULL,No,,,
financial_account,dbo,fin_account_code,,text,NULL,No,,,
financial_account,dbo,fin_account_pin,,text,NULL,No,,,
financial_account,dbo,organization_party_id,,varchar(40),NULL,No,,,
financial_account,dbo,owner_party_id,,varchar(40),NULL,No,,,
financial_account,dbo,post_to_gl_account_id,,varchar(40),NULL,No,,,
financial_account,dbo,from_date,,datetime,NULL,No,,,
financial_account,dbo,thru_date,,datetime,NULL,No,,,
financial_account,dbo,is_refundable,,char(1),NULL,No,,,
financial_account,dbo,currency_uom_id,,varchar(40),NULL,No,,,
financial_account,dbo,negative_balance_limit,,"numeric(24,4)",NULL,No,,,
financial_account,dbo,actual_balance,,"numeric(24,4)",NULL,No,,,
financial_account,dbo,available_balance,,"numeric(24,4)",NULL,No,,,
financial_account,dbo,replenish_payment_id,,varchar(40),NULL,No,,,
financial_account,dbo,replenish_level,,"numeric(24,4)",NULL,No,,,
financial_account,dbo,last_updated_stamp,,datetime,NULL,No,,,
sales_forecast_detail,dbo,sales_forecast_id,,varchar(40),NOT NULL,Yes,,,Yes
sales_forecast_detail,dbo,sales_forecast_detail_seq_id,,varchar(40),NOT NULL,Yes,,,Yes
sales_forecast_detail,dbo,amount,,"numeric(24,4)",NULL,No,,,
sales_forecast_detail,dbo,quantity,,"numeric(26,6)",NULL,No,,,
sales_forecast_detail,dbo,quantity_uom_id,,varchar(40),NULL,No,,,
sales_forecast_detail,dbo,product_id,,varchar(40),NULL,No,,,
sales_forecast_detail,dbo,product_category_id,,varchar(40),NULL,No,,,
sales_forecast_detail,dbo,last_updated_stamp,,datetime,NULL,No,,,
document_mapping_rule,dbo,ruleset_id,,varchar(40),NOT NULL,Yes,,,Yes
document_mapping_rule,dbo,rule_seq_id,,varchar(40),NOT NULL,Yes,,,Yes
document_mapping_rule,dbo,data_field_name,,text,NULL,No,,,
document_mapping_rule,dbo,document_field_name,,text,NULL,No,,,
document_mapping_rule,dbo,document_field_expression,,text,NULL,No,,,
document_mapping_rule,dbo,document_page_index,,"numeric(20,0)",NULL,No,,,
document_mapping_rule,dbo,text_position_x,,float,NULL,No,,,
document_mapping_rule,dbo,text_position_y,,float,NULL,No,,,
document_mapping_rule,dbo,text_max_width,,float,NULL,No,,,
document_mapping_rule,dbo,text_font_size,,float,NULL,No,,,
document_mapping_rule,dbo,text_font_family,,varchar(63),NULL,No,,,
document_mapping_rule,dbo,text_alignment,,varchar(63),NULL,No,,,
document_mapping_rule,dbo,last_updated_stamp,,datetime,NULL,No,,,
product_store_group,dbo,product_store_group_id,,varchar(40),NOT NULL,Yes,,,Yes
product_store_group,dbo,store_group_type_enum_id,,varchar(40),NULL,No,,,
