Table Name,Column Name,Column Datatype,Column Null Option,Primary Key
GF_TLBC_EQ_RES_ADDRESS,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_ADDRESS,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_ADDRESS,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_ADDRESS,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_ADDRESS,STREET_NUMBER,nvarchar(10),NULL,
GF_TLBC_EQ_RES_ADDRESS,STREET_NAME,nvarchar(26),NULL,
GF_TLBC_EQ_RES_ADDRESS,STREET_TYPE,nvarchar(26),NULL,
GF_TLBC_EQ_RES_ADDRESS,ADDR_VARIANCE_IND,nchar(1),NULL,
GF_TLBC_EQ_RES_ADDRESS,CITY,nvarchar(20),NULL,
GF_TLBC_EQ_RES_ADDRESS,STATE,nchar(2),NULL,
GF_TLBC_EQ_RES_ADDRESS,ZIPCODE,nvarchar(9),NULL,
GF_TLBC_EQ_RES_ADDRESS,FIRST_REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_ADDRESS,LAST_REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_ADDRESS,RENT_OWN_BUY,nchar(1),NULL,
GF_TLBC_EQ_RES_ADDRESS,ADDR_SOURCE,nchar(3),NULL,
GF_TLBC_EQ_RES_ADDRESS,PHONE,nvarchar(13),NULL,
GF_TLBC_EQ_RES_ADDRESS,PHONE_SOURCE,nvarchar(4),NULL,
GF_TLBC_EQ_RES_ADDRESS,PHONE_REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_ADDRESS,STANDARDIZATION_IND,nchar(1),NULL,
GF_TLBC_EQ_RES_ADDRESS,VERIFIED_IND,nchar(1),NULL,
GF_TLBC_EQ_RES_ADDRESS,VERIFIED_DT,datetime,NULL,
GF_TLBC_EQ_RES_ADDRESS,URBANIZATION,nvarchar(28),NULL,
GF_TLBC_EQ_RES_ADDRESS,COUNTRY_CODE,nvarchar(3),NULL,
GF_TLBC_EQ_RES_ADDRESS,ADDR_INDICATOR,nchar(2),NULL,
GF_TLBC_EQ_RES_ADDRESS,ADDR_IND_TEXT,nvarchar(25),NULL,
GF_TLBC_EQ_RES_ADDRESS,ADDR_TYPE,nchar(1),NULL,
GF_TLBC_EQ_RES_ALIAS,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_ALIAS,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_ALIAS,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_ALIAS,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_ALIAS,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_ALIAS,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_ALIAS,LNAME,nvarchar(51),NULL,
GF_TLBC_EQ_RES_ALIAS,FNAME,nvarchar(25),NULL,
GF_TLBC_EQ_RES_ALIAS,MNAME,nvarchar(25),NULL,
GF_TLBC_EQ_RES_ALIAS,SUFFIX,nvarchar(2),NULL,
GF_TLBC_EQ_RES_ALIAS,NAME_TYPE,nchar(1),NULL,
GF_TLBC_EQ_RES_BANKRPTCY,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_BANKRPTCY,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_BANKRPTCY,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_BANKRPTCY,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_BANKRPTCY,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_BANKRPTCY,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_BANKRPTCY,ASSET_AMOUNT,"decimal(18,3)",NULL,
GF_TLBC_EQ_RES_BANKRPTCY,EXEMPT_AMOUNT,"decimal(18,3)",NULL,
GF_TLBC_EQ_RES_BANKRPTCY,HOW_FILED,nvarchar(7),NULL,
GF_TLBC_EQ_RES_BANKRPTCY,BANKRUPTCY_TYPE,nvarchar(8),NULL,
GF_TLBC_EQ_RES_BANKRPTCY,DISPOSITION_CODES,nvarchar(18),NULL,
GF_TLBC_EQ_RES_BANKRPTCY,DISPOSITION_DT,datetime,NULL,
GF_TLBC_EQ_RES_BANKRPTCY,PRIOR_DISP_CODES,nvarchar(18),NULL,
GF_TLBC_EQ_RES_BANKRPTCY,LIABILITY_AMOUNT,"decimal(18,3)",NULL,
GF_TLBC_EQ_RES_COLLECT,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_COLLECT,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_COLLECT,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_COLLECT,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_COLLECT,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_COLLECT,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_COLLECT,ECOA_DESIGNATOR,nchar(1),NULL,
GF_TLBC_EQ_RES_COLLECT,ASSIGNED_DT,datetime,NULL,
GF_TLBC_EQ_RES_COLLECT,ORIG_AMT,"decimal(18,3)",NULL,
GF_TLBC_EQ_RES_COLLECT,FIRST_DELINQUENCY_DT,datetime,NULL,
GF_TLBC_EQ_RES_COLLECT,AGENCY_CUST_NUM,nvarchar(10),NULL,
GF_TLBC_EQ_RES_COLLECT,AUTO_UPDATE_IND,nchar(1),NULL,
GF_TLBC_EQ_RES_COLLECT,CLIENT_ID,nvarchar(30),NULL,
GF_TLBC_EQ_RES_COLLECT,REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_COLLECT,BALANCE,"decimal(18,3)",NULL,
GF_TLBC_EQ_RES_COLLECT,ACCT_NUM,nvarchar(30),NULL,
GF_TLBC_EQ_RES_COLLECT,STATUS_CODE,nchar(1),NULL,
GF_TLBC_EQ_RES_COLLECT,STATUS_CODE_TEXT,nvarchar(18),NULL,
GF_TLBC_EQ_RES_COLLECT,NARRATIVE_CODE1,nchar(2),NULL,
GF_TLBC_EQ_RES_COLLECT,NARRATIVE_TEXT1,nvarchar(72),NULL,
GF_TLBC_EQ_RES_COLLECT,NARRATIVE_CODE2,nchar(2),NULL,
GF_TLBC_EQ_RES_COLLECT,NARRATIVE_TEXT2,nvarchar(72),NULL,
GF_TLBC_EQ_RES_COLLECT,CREDITOR_CLASS_CODE,nchar(2),NULL,
GF_TLBC_EQ_RES_COLLECT,CRECITOR_CLASS_TEXT,nvarchar(72),NULL,
GF_TLBC_EQ_RES_COLLECT,LAST_PMT_DT,datetime,NULL,
GF_TLBC_EQ_RES_CONS_STMT,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_CONS_STMT,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_CONS_STMT,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_CONS_STMT,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_CONS_STMT,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_CONS_STMT,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_CONS_STMT,REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_CONS_STMT,PURGE_DT,datetime,NULL,
GF_TLBC_EQ_RES_CONS_STMT,CONS_NAR_DBID,nchar(5),NULL,
GF_TLBC_EQ_RES_CONS_STMT,CONS_NAR_SERNO,int,NULL,
GF_TLBC_EQ_RES_EMAIL,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_EMAIL,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_EMAIL,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_EMAIL,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_EMAIL,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_EMAIL,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_EMAIL,REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_EMAIL,EMAIL_ADDR,nvarchar(60),NULL,
GF_TLBC_EQ_RES_EMPLOYMNT,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_EMPLOYMNT,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_EMPLOYMNT,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_EMPLOYMNT,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_EMPLOYMNT,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_EMPLOYMNT,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_EMPLOYMNT,OCCUPATION,nvarchar(35),NULL,
GF_TLBC_EQ_RES_EMPLOYMNT,EMPLOYER,nvarchar(48),NULL,
GF_TLBC_EQ_RES_EMPLOYMNT,CITY,nvarchar(20),NULL,
GF_TLBC_EQ_RES_EMPLOYMNT,STATE,nchar(2),NULL,
GF_TLBC_EQ_RES_EMPLOYMNT,EMPLOYMENT_TYPE,nchar(1),NULL,
GF_TLBC_EQ_RES_EMPLOYMNT,START_DT,datetime,NULL,
GF_TLBC_EQ_RES_EMPLOYMNT,FINISH_DT,datetime,NULL,
GF_TLBC_EQ_RES_EMPLOYMNT,VERIFIED_DT,datetime,NULL,
GF_TLBC_EQ_RES_ERROR,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_ERROR,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_ERROR,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_ERROR,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_ERROR,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_ERROR,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_ERROR,ERROR_TYPE,nvarchar(3),NULL,
GF_TLBC_EQ_RES_ERROR,ERROR_TEXT,nvarchar(73),NULL,
GF_TLBC_EQ_RES_FILE_ID,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_FILE_ID,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_FILE_ID,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_FILE_ID,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_FILE_ID,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_FILE_ID,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_FILE_ID,REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_FILE_ID,FILE_ID_NUM,nvarchar(18),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_FRAUDALRT,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_FRAUDALRT,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_FRAUDALRT,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_FRAUDALRT,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_FRAUDALRT,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_FRAUDALRT,FNAME,nvarchar(15),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,LNAME,nvarchar(25),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,ADDRESS,nvarchar(50),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CITY,nvarchar(20),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,STATE,nchar(2),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,ZIP_CODE,nvarchar(9),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,PRODUCT_CODE,nchar(2),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,PRODUCT_DESC,nvarchar(24),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,REJECT_CODE,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,ADVISOR_IDX_RT,nchar(3),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE1,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM1,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC1,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE2,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE3,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE4,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE5,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE6,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE7,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE8,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE9,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_CODE10,nchar(1),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM2,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM3,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM4,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM5,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM6,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM7,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM8,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM9,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM10,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC2,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC3,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC4,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC5,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC6,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC7,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC8,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC9,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FIELD_DESC10,nvarchar(19),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,SSN_VERIFICATION_LEVEL,nchar(2),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM_GT0,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,CONFIRM_SOURCES_NUM_TTL,smallint,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,IDX_PRODUCT_CODE,nchar(2),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,IDX_PRODUCT_DESC,nvarchar(24),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,PHONE,nvarchar(13),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,SSN,nvarchar(11),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,BIRTH_DT,datetime,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,IDX_RATING,nchar(3),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FRAUD_WARNING_DBID,nchar(5),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,FRAUD_WARNING_SERNO,int,NULL,
GF_TLBC_EQ_RES_FRAUDALRT,ID_WARNING_DBID,nchar(5),NULL,
GF_TLBC_EQ_RES_FRAUDALRT,ID_WARNING_SERNO,int,NULL,
GF_TLBC_EQ_RES_GARNISH,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_GARNISH,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_GARNISH,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_GARNISH,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_GARNISH,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_GARNISH,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_GARNISH,DEFENDANT,nvarchar(40),NULL,
GF_TLBC_EQ_RES_GARNISH,PLAINTIFF,nvarchar(40),NULL,
GF_TLBC_EQ_RES_GARNISH,SATISFIED_DT,datetime,NULL,
GF_TLBC_EQ_RES_INQUIRY,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_INQUIRY,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_INQUIRY,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_INQUIRY,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_INQUIRY,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_INQUIRY,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_INQUIRY,ACCT_TYPE,nchar(2),NULL,
GF_TLBC_EQ_RES_INQUIRY,INQUIRY_DT,datetime,NULL,
GF_TLBC_EQ_RES_INQUIRY,CUSTOMER_NAME,nvarchar(20),NULL,
GF_TLBC_EQ_RES_INQUIRY,CUSTOMER_NUM,nvarchar(10),NULL,
GF_TLBC_EQ_RES_INQUIRY,ABBREVIATION,nvarchar(8),NULL,
GF_TLBC_EQ_RES_LEGAL,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_LEGAL,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_LEGAL,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_LEGAL,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_LEGAL,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_LEGAL,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_LEGAL,LEGAL_ITEM_TYPE,nvarchar(14),NULL,
GF_TLBC_EQ_RES_LEGAL,DEFENDANT,nvarchar(40),NULL,
GF_TLBC_EQ_RES_LEGAL,PLAINTIFF,nvarchar(40),NULL,
GF_TLBC_EQ_RES_LEGAL,SATISFIED_DT,datetime,NULL,
GF_TLBC_EQ_RES_LEGAL,STATUS_CODE_TEXT,nvarchar(9),NULL,
GF_TLBC_EQ_RES_MKTMAX,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_MKTMAX,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_MKTMAX,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_MKTMAX,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_MKTMAX,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_MKTMAX,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_MKTMAX,REASON1,nvarchar(5),NULL,
GF_TLBC_EQ_RES_MKTMAX,REASON2,nvarchar(5),NULL,
GF_TLBC_EQ_RES_MKTMAX,REASON3,nvarchar(5),NULL,
GF_TLBC_EQ_RES_MKTMAX,REASON4,nvarchar(5),NULL,
GF_TLBC_EQ_RES_MKTMAX,REASON_TEXT1,nvarchar(77),NULL,
GF_TLBC_EQ_RES_MKTMAX,REASON_TEXT2,nvarchar(77),NULL,
GF_TLBC_EQ_RES_MKTMAX,REASON_TEXT3,nvarchar(77),NULL,
GF_TLBC_EQ_RES_MKTMAX,REASON_TEXT4,nvarchar(77),NULL,
GF_TLBC_EQ_RES_MKTMAX,FORMAT_TYPE,nchar(1),NULL,
GF_TLBC_EQ_RES_MKTMAX,MODEL_DESC,nvarchar(20),NULL,
GF_TLBC_EQ_RES_MKTMAX,MODEL_ID,nchar(1),NULL,
GF_TLBC_EQ_RES_MKTMAX,SCORE_NUM,nchar(1),NULL,
GF_TLBC_EQ_RES_MKTMAX,MODEL_NUM,nvarchar(5),NULL,
GF_TLBC_EQ_RES_MKTMAX,NUMERIC_SCORE,smallint,NULL,
GF_TLBC_EQ_RES_MKTMAX,NUMERIC_SCORE_IND,nchar(1),NULL,
GF_TLBC_EQ_RES_MKTMAX,REJECT_CODE,nchar(2),NULL,
GF_TLBC_EQ_RES_MKTMAX,SCORE_NARRATIVE,nvarchar(77),NULL,
GF_TLBC_EQ_RES_OFACALERT,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_OFACALERT,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_OFACALERT,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_OFACALERT,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_OFACALERT,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_OFACALERT,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_OFACALERT,CUST_NUM,nvarchar(13),NULL,
GF_TLBC_EQ_RES_OFACALERT,CDCTRANSACTION_DT,datetime,NULL,
GF_TLBC_EQ_RES_OFACALERT,MATCH_CODES,nvarchar(11),NULL,
GF_TLBC_EQ_RES_OFACALERT,PROBLEM_REPORT_DT,datetime,NULL,
GF_TLBC_EQ_RES_OFACALERT,TRANSACTION_TYPE,nchar(1),NULL,
GF_TLBC_EQ_RES_OFACALERT,CDC_RESPONSE_CODE_TEXT,nvarchar(28),NULL,
GF_TLBC_EQ_RES_OFACALERT,CDC_PROBLEM_CODE,nvarchar(48),NULL,
GF_TLBC_EQ_RES_OFACALERT,ISSUE_SOURCE,nvarchar(20),NULL,
GF_TLBC_EQ_RES_OFACALERT,ISSUE_ID,nvarchar(20),NULL,
GF_TLBC_EQ_RES_OFACALERT,OFAC_COMMENT,nvarchar(100),NULL,
GF_TLBC_EQ_RES_OFACALERT,FNAME,nvarchar(13),NULL,
GF_TLBC_EQ_RES_OFACALERT,MINITIAL,nvarchar(1),NULL,
GF_TLBC_EQ_RES_OFACALERT,LNAME,nvarchar(19),NULL,
GF_TLBC_EQ_RES_OFACALERT,ADDRESS,nvarchar(30),NULL,
GF_TLBC_EQ_RES_OFACALERT,CITY,nvarchar(15),NULL,
GF_TLBC_EQ_RES_OFACALERT,STATE,nchar(2),NULL,
GF_TLBC_EQ_RES_OFACALERT,ZIP_CODE,nvarchar(9),NULL,
GF_TLBC_EQ_RES_OFACALERT,COUNTRY_CODE,nvarchar(3),NULL,
GF_TLBC_EQ_RES_OFACALERT,LEGAL_VERBIAGE,nvarchar(128),NULL,
GF_TLBC_EQ_RES_ONLINEDIR,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_ONLINEDIR,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_ONLINEDIR,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_ONLINEDIR,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_ONLINEDIR,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_ONLINEDIR,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_ONLINEDIR,EQUIFAX_CUST_NUM,nvarchar(10),NULL,
GF_TLBC_EQ_RES_ONLINEDIR,CUST_NAME,nvarchar(20),NULL,
GF_TLBC_EQ_RES_ONLINEDIR,CUST_PHONE,nvarchar(13),NULL,
GF_TLBC_EQ_RES_ONLINEDIR,CUST_ADDR1,nvarchar(30),NULL,
GF_TLBC_EQ_RES_ONLINEDIR,CUST_ADDR2,nvarchar(30),NULL,
GF_TLBC_EQ_RES_ONLINEDIR,CUST_CITY,nvarchar(21),NULL,
GF_TLBC_EQ_RES_ONLINEDIR,CUST_STATE,nchar(2),NULL,
GF_TLBC_EQ_RES_ONLINEDIR,CUST_ZIP_CODE,nvarchar(10),NULL,
GF_TLBC_EQ_RES_OTH_PHONE,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_OTH_PHONE,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_OTH_PHONE,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_OTH_PHONE,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_OTH_PHONE,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_OTH_PHONE,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_OTH_PHONE,OTHER_PHONE_NUM,nvarchar(13),NULL,
GF_TLBC_EQ_RES_OTH_PHONE,PHONE_TYPE,nchar(1),NULL,
GF_TLBC_EQ_RES_OTH_PHONE,INTER_CALL_CODE,nvarchar(4),NULL,
GF_TLBC_EQ_RES_OTH_PHONE,LAST_REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_OTH_PHONE,VERIFIED_DT,datetime,NULL,
GF_TLBC_EQ_RES_OTH_PHONE,PHONE_SOURCE,nchar(1),NULL,
GF_TLBC_EQ_RES_OTHER_ID,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_OTHER_ID,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_OTHER_ID,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_OTHER_ID,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_OTHER_ID,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_OTHER_ID,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_OTHER_ID,REPORTED_DT,datetime,NULL,
GF_TLBC_EQ_RES_OTHER_ID,ID_NUM,nvarchar(35),NULL,
GF_TLBC_EQ_RES_OTHER_ID,REASON_CODE,nchar(1),NULL,
GF_TLBC_EQ_RES_OTHER_ID,REASON_TEXT,nvarchar(9),NULL,
GF_TLBC_EQ_RES_PUB_REC,LNUM,nchar(20),NOT NULL,Yes
GF_TLBC_EQ_RES_PUB_REC,BNUM,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_PUB_REC,DBID,nchar(5),NOT NULL,Yes
GF_TLBC_EQ_RES_PUB_REC,ROWCOUNTER,smallint,NOT NULL,Yes
GF_TLBC_EQ_RES_PUB_REC,RESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_PUB_REC,CREDITRESPONSEID,int,NOT NULL,Yes
GF_TLBC_EQ_RES_PUB_REC,FILED_DT,datetime,NULL,
GF_TLBC_EQ_RES_PUB_REC,COURT_CUST_NUM,nvarchar(10),NULL,
GF_TLBC_EQ_RES_PUB_REC,CASE_NUM,nvarchar(42),NULL,
GF_TLBC_EQ_RES_PUB_REC,AMOUNT,"decimal(16,6)",NULL,
GF_TLBC_EQ_RES_PUB_REC,PUB_REC_TYPE,nchar(1),NULL,
GF_TLBC_EQ_RES_PUB_REC,NARR_CODE1,nchar(2),NULL,
GF_TLBC_EQ_RES_PUB_REC,NARR_CODE2,nchar(2),NULL,
