Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII,Excluded
GF_TL_LOAN_DATA,BRANCH_ID,nvarchar(8),NULL,,,,
GF_TL_LOAN_DATA,BRANCH_BANK_CODE,nvarchar(8),NULL,,,,
GF_TL_LOAN_DATA,BRANCH_COST_CENTER,nvarchar(8),NULL,,,,
GF_TL_LOAN_DATA,BOP_VERBIAGE_TXT,nvarchar(2000),NULL,,,,
GF_TL_LOAN_DATA,EFCC_HIGH_RISK_INDICATOR,nchar(1),NULL,,,,
GF_TL_LOAN_DATA,PROMOTION_CODE,nvarchar(20),NULL,,,,
GF_TL_LOAN_DATA,ONBOARD_DISB_STATUS,nvarchar(50),NULL,,,,
GF_TL_LOAN_STATUS,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_LOAN_STATUS,S_LOAN_STATUS,nvarchar(8),NULL,,,,
GF_TL_LOAN_STATUS,S_UW_STATUS,nvarchar(8),NULL,,,,
GF_TL_LOAN_STATUS,S_LOCK_STATUS,nvarchar(8),NULL,,,,
GF_TL_LOAN_STATUS,LOCK_STATUS_DISPLAY,nvarchar(30),NULL,,,,
GF_TL_LOAN_STATUS,SENT_TO_MIDANET,nchar(1),NULL,,,,
GF_TL_LOAN_STATUS,AP_ADMIN_ONLY,nchar(1),NULL,,,,
GF_TL_LOAN_STATUS,STATUS_MODIFIED_DT,datetime,NULL,,,,
GF_TL_LOAN_STATUS,EXT_LOAN_STATUS_VERSION_ID,int,NULL,,,,
GF_TL_LOAN_STATUS,EXT_LOAN_STATUS_VERSION,int,NULL,,,,
GF_TL_MISC_CK,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_MISC_CK,GF_CK1,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK2,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK3,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK4,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK5,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK6,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK7,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK8,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK10,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK9,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK11,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK12,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK13,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK14,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK15,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK16,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK17,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK18,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK19,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CK20,nchar(1),NULL,,,,
GF_TL_MISC_CK,GF_CREDIT_SCORE,int,NULL,,,Yes,
GF_TL_PMT_STREAMS,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_PMT_STREAMS,PAYMENTCTR,int,NOT NULL,Yes,,,
GF_TL_PMT_STREAMS,NUMPAYMENTS,smallint,NULL,,,,
GF_TL_PMT_STREAMS,STARTDATE,datetime,NULL,,,Yes,
GF_TL_PMT_STREAMS,FULLPAYMENT,"decimal(16,6)",NULL,,,,
GF_TL_PMT_STREAMS,CONSTINTERESTFLAG,nchar(1),NULL,,,,
GF_TL_PMT_STREAMS,DEFERODDDAYSFLAG,nchar(1),NULL,,,,
GF_TL_PMT_STREAMS,BOUGHTDOWNFLAG,nchar(1),NULL,,,,
GF_TL_PMT_STREAMS,INTERESTONLYFLAG,nchar(1),NULL,,,,
GF_TL_PMT_STREAMS,MINPMTSTREAMFLAG,nchar(1),NULL,,,,
GF_TL_PMT_STREAMS,DISCLOSEDPMT,"decimal(16,6)",NULL,,,,
GF_TL_PMT_STREAMS,PMI,"decimal(16,6)",NULL,,,Yes,
GF_TL_PMT_STREAMS,EFFECTIVERATE,"decimal(16,6)",NULL,,,,
GF_TL_PMT_STREAMS,PAYMENTRATE,"decimal(16,6)",NULL,,,,
GF_TL_PMT_STREAMS,ADJUSTEDPAYMENT,"decimal(16,6)",NULL,,,,
GF_TL_PMT_STREAMS,BALANCE,"decimal(16,6)",NULL,,,Yes,
GF_TL_PMT_STREAMS,PIPAYMENT,"decimal(16,6)",NULL,,,,
GF_TL_PNP_IPG_DETAIL,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_PNP_IPG_DETAIL,INVESTOR_CODE,nvarchar(4),NULL,,,Yes,
GF_TL_PNP_IPG_DETAIL,PRODUCT_CODE,nvarchar(4),NULL,,,,
GF_TL_PNP_IPG_DETAIL,PROGRAM_CODE,nvarchar(4),NULL,,,,
GF_TL_PNP_IPG_DETAIL,PRICE_GROUP_CODE,nvarchar(4),NULL,,,,
GF_TL_PNP_IPG_DETAIL,IPG_NAME,nvarchar(240),NULL,,,,
GF_TL_PNP_IPG_DETAIL,S_SEC_MANAGE_TYPE,nvarchar(8),NULL,,,,
GF_TL_PNP_IPG_DETAIL,S_SEC_LOAN_TYPE,nvarchar(8),NULL,,,,
GF_TL_PNP_IPG_DETAIL,S_SEC_POOL_TYPE,nvarchar(8),NULL,,,,
GF_TL_PNP_IPG_DETAIL,S_PREPAY_PEN,nvarchar(8),NULL,,,,
GF_TL_PNP_IPG_DETAIL,OVER_ALLOW_PCT,"decimal(16,6)",NULL,,,,
GF_TL_PNP_IPG_DETAIL,SHORT_ALLOW_PCT,"decimal(16,6)",NULL,,,,
GF_TL_PNP_IPG_DETAIL,OVER_SPLIT_PCT,"decimal(16,6)",NULL,,,,
GF_TL_PNP_IPG_DETAIL,SHORT_SPLIT_PCT,"decimal(16,6)",NULL,,,,
GF_TL_PNP_IPG_DETAIL,REQUIRES_MERS,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,REQUIRES_MI,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,ONE_TIMECLOSE_CONST,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INTERIM_CONSTRUCTION,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,ASSUMABLE,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,CONV_PERIOD_ST,smallint,NULL,,,,
GF_TL_PNP_IPG_DETAIL,CONV_PERIOD_END,smallint,NULL,,,,
GF_TL_PNP_IPG_DETAIL,EZD_PRODUCT,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,HMDA_REPORTABLE,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,BUYDOWN_ALLOWED,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,HELOC_ALLOW_YN,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,PROD_PROF_TRUE,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,PRICE_NAME,nvarchar(240),NULL,,,,
GF_TL_PNP_IPG_DETAIL,ALLOW_DPA,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,AVAIL_BTOC,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,FIRST_LOCK_IND,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,OLD_AGENCY_NUM_IND,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,PRODUCT_IDENTIFIER,nvarchar(80),NULL,,,,
GF_TL_PNP_IPG_DETAIL,S_AUS_IND,nvarchar(8),NULL,,,,
GF_TL_PNP_IPG_DETAIL,S_SERVICE_TYPE,nvarchar(8),NULL,,,,
GF_TL_PNP_IPG_DETAIL,SERVICING_INTERFACE_IND,nvarchar(30),NULL,,,,
GF_TL_PNP_IPG_DETAIL,SERVICING_LOCATION,nvarchar(20),NULL,,,Yes,
GF_TL_PNP_IPG_DETAIL,SUB_PRIME_IND,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,MI_REQUIRE,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INTEREST_ONLY_PRODUCT,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,S_SPEC_PROG,nvarchar(8),NULL,,,,
GF_TL_PNP_IPG_DETAIL,CRA_REPORT,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INV_CODE_OVR,nvarchar(4),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INV_PROD_CODE_OVR,nvarchar(4),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INV_PROG_CODE_OVR,nvarchar(4),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INV_NAME_OVR,nvarchar(40),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INV_PROD_NAME_OVR,nvarchar(40),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INV_PROG_NAME_OVR,nvarchar(40),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INV_PRICE_NAME_OVR,nvarchar(40),NULL,,,,
GF_TL_PNP_IPG_DETAIL,INV_PRICE_CODE_OVR,nvarchar(40),NULL,,,,
GF_TL_PNP_IPG_DETAIL,MIN_ALLOW_LN_TERM,int,NULL,,,,
GF_TL_PNP_IPG_DETAIL,MAX_ALLOW_LN_TERM,int,NULL,,,,
GF_TL_PNP_IPG_DETAIL,ODDDAYSDEFER,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,OVRD_PROD_RULES,nchar(1),NULL,,,Yes,
GF_TL_PNP_IPG_DETAIL,DEBT_PROTECT_OFFERED,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,EVAL_ATR,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,EVAL_QM,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,APPLY_MLA_RULES,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,LNDR_PD_MI_ALLOWED,nchar(1),NULL,,,,
GF_TL_PNP_IPG_DETAIL,S_ASSUMABILITY_FEATURE,nvarchar(8),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_POINT_OF_SALE_INFO,S_REFSC,nvarchar(8),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,TBDADDR,nchar(1),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,POSFHA,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,S_PROPTYPE,nvarchar(8),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,PROJCLAS,nvarchar(35),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,PROJNAME,nvarchar(35),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,DPPERCT,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,HELINE,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,HECURBAL,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,S_DOCLVL,nvarchar(8),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,S_LNSTATUS,nvarchar(8),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,HLTVH,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,TSWE_INC_EXPECTED,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,QUAL_TSWE_LOAN,nchar(1),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,LNSTATUS_DT,datetime,NULL,,,,
GF_TL_POINT_OF_SALE_INFO,SCHEME_ID,int,NULL,,,,
GF_TL_POINT_OF_SALE_INFO,BORRCONTACTMETH,nchar(1),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,EST_PROCESSING_DAYS,int,NULL,,,,
GF_TL_POINT_OF_SALE_INFO,TABLE_FUNDED_IND,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,WAIT_WAIVED_BPOC,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,WAIT_WAIVED_CLOSDT,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,USE_RESPA_2010,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LO_NAME_OVR,nvarchar(50),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,LO_NMLS_NUM_OVR,nvarchar(20),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LO_PHONE_OVR,nvarchar(10),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,S_GFE_TIME_ZONE,nvarchar(8),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,ALLOWWITHDRAWLOAN,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,GFE_INT_RATE_LSC,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,GFE_INT_RATE_LIR,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,GFE_SET_CHRG_LSC,"decimal(18,3)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,GFE_SET_CHRG_LIR,"decimal(18,3)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,MAXLTV,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,EMPLOYEE_LOAN_YN,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,HIGH_PRICE_LOAN_YN,nchar(1),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,MONTHLY_ESCROW_TOTAL,"decimal(18,3)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,REFI_LOAN_ACCT_NBR,nvarchar(25),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,LO_NMLS_NUM,nvarchar(21),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LO_COMP_NMLS_NUM,nvarchar(21),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,DU_DISPLAY,nvarchar(35),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LP2_RISK_CLASS,nvarchar(35),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,AUTO_UW_YN,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,VA_TOT_RESID_INCOME,"decimal(18,3)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,PER_DIEM_CALC_BASIS,nvarchar(8),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,PER_DIEM,"decimal(18,3)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,PER_DIEM_INTEREST,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,ESCROW_CUSHION_MNTH,int,NULL,,,,
GF_TL_POINT_OF_SALE_INFO,SPEC_FLOOD_HAZ_AREA,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,NFIP_FLOOD_ZONE_ID,nvarchar(35),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,SCHEME_VERSION,int,NULL,,,,
GF_TL_POINT_OF_SALE_INFO,HLTV_ROUNDED,int,NULL,,,,
GF_TL_POINT_OF_SALE_INFO,CHECKLOANSTATUS,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,TOTAL_PROPOSED_HOUSING_EXP,"decimal(18,3)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,SELLER_OUT_MORT,nchar(1),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,LO_EMAIL_OVR,nvarchar(128),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,USE_NEW_ESCROW_CALC,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,SPONSORORIG,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,ACH_SELECTED,nchar(1),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,REFERREDBY,nvarchar(50),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LO_EMPLOYER_OVR,nvarchar(90),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,LO_ADDR1_OVR,nvarchar(50),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,LO_CSZ_OVR,nvarchar(60),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,TIL_UNDER_DISCL_AMT,"numeric(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LO_COMP_NMLS_NO_OVR,nvarchar(20),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,ORIGINATOR_NMLS_NO,nvarchar(25),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,APP_DATE_REQUIREMENTS_MET,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,IS_TEMPORARY_FINANCING_LOAN,nchar(1),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LO_PROPST_LICNUM_OVR,nvarchar(50),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,ADJHCLTV,"decimal(16,6)",NULL,,,,
GF_TL_POINT_OF_SALE_INFO,PRODNAMEPARAM_EMAIL,nvarchar(50),NULL,,,,
GF_TL_POINT_OF_SALE_INFO,LP2_RISK_CLASS_OVR,nvarchar(20),NULL,,,Yes,
GF_TL_POINT_OF_SALE_INFO,DU_DISPLAY_OVR,nvarchar(20),NULL,,,,
GF_TL_PORTAL,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_PORTAL,PORTAL_LNUM,nvarchar(36),NULL,,,,
GF_TL_PORTAL,PORTAL_SOURCE,nvarchar(50),NULL,,,,
GF_TL_PORTAL,PORTAL_VENDER,nvarchar(50),NULL,,,,
GF_TL_PORTAL,PORTAL_VERSION,nvarchar(15),NULL,,,,
GF_TL_PORTAL,PORTAL_DEALER,nchar(1),NULL,,,,
GF_TL_TRANSOVR,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_TRANSOVR,REFIAMTOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,ESTPREPDOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,ESTCLCOSTOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,MIFFOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,SELLCOSTOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,OTHCRDOVRT,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,FINFEESOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,IMPREPOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,SUBFINOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,DISCOVRD,"decimal(18,3)",NULL,,,,
GF_TL_TRANSOVR,CASHFROMTOBORR,"numeric(16,6)",NULL,,,Yes,
GF_TL_TRANSOVR,NONSPDEBTPAYOFFOVRD,"decimal(18,3)",NULL,,,,
GF_TL_UW_4,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_UW_4,ADDRESVS,nchar(1),NULL,,,Yes,
GF_TL_UW_4,ADUTPROD,nchar(1),NULL,,,,
GF_TL_UW_4,ALTSCORE,smallint,NULL,,,Yes,
GF_TL_UW_4,BADCREDIT,nchar(1),NULL,,,,
GF_TL_UW_4,BADHR,nchar(1),NULL,,,,
GF_TL_UW_4,BADLTV,nchar(1),NULL,,,,
GF_TL_UW_4,BORROWERDEL,nchar(1),NULL,,,Yes,
GF_TL_UW_4,CHGREFI,nchar(1),NULL,,,,
GF_TL_UW_4,COBORROWERDEL,nchar(1),NULL,,,Yes,
GF_TL_UW_4,CTROFFYES,nchar(1),NULL,,,,
GF_TL_UW_4,DELETED,nchar(1),NULL,,,,
GF_TL_UW_4,EMPLYUNA,nchar(1),NULL,,,,
GF_TL_UW_4,FHAYES,nchar(1),NULL,,,,
GF_TL_UW_4,FRED500YES,nchar(1),NULL,,,,
GF_TL_UW_4,LOWERLTV,nchar(1),NULL,,,,
GF_TL_UW_4,MAJCRDGS,nchar(1),NULL,,,,
GF_TL_UW_4,MANAYES,nchar(1),NULL,,,,
GF_TL_UW_4,MINCRDGS,nchar(1),NULL,,,,
GF_TL_UW_4,NOSAVE,nchar(1),NULL,,,,
GF_TL_UW_4,PMTSHOCK,nchar(1),NULL,,,,
GF_TL_UW_4,PORTFOUR,nchar(1),NULL,,,,
GF_TL_UW_4,PORTONE,nchar(1),NULL,,,,
GF_TL_UW_4,PORTPLUS,nchar(1),NULL,,,,
GF_TL_UW_4,PORTTHREE,nchar(1),NULL,,,,
GF_TL_UW_4,PORTTWO,nchar(1),NULL,,,,
GF_TL_UW_4,TTL_MONTH_INCOME,"decimal(18,3)",NULL,,,,
GF_TL_UW_4,TTL_MONTH_DEBTS,"decimal(18,3)",NULL,,,,
GF_TL_UW_4,CREDIT_SCORE_IMPAIRMENT,nvarchar(8),NULL,,,Yes,
GF_TL_UW_4,CREDIT_SELECTION_METHOD,nvarchar(8),NULL,,,Yes,
GF_TL_UW_4,CHKAPPENDIXQ,nchar(1),NULL,,,,
GF_TL_UW_4,APPQREASON,nvarchar(256),NULL,,,,
GF_TL_UW_4,OVERALL_FRAUD_SCORE,int,NULL,,,Yes,
GF_TL_UW_4,INCL_INVST_PRP_IN_QM_TEST,nchar(1),NULL,,,,
GF_TL_UWAPPREXT,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TL_UWAPPREXT,CNTR,smallint,NOT NULL,Yes,,,
GF_TL_UWAPPREXT,DBID,nchar(5),NOT NULL,Yes,,,
GF_TL_UWAPPREXT,FLOODMAPDATE,datetime,NULL,,,,
GF_TL_UWAPPREXT,FLOODMAPNUMBER,nvarchar(40),NULL,,,,
GF_TL_UWAPPREXT,NOTFLOODAREA,nchar(1),NULL,,,,
GF_TL_UWAPPREXT,PRIMARYAPPRAISAL,nchar(1),NULL,,,,
GF_TL_UWAPPREXT,REPAIRAMOUNT,"decimal(18,3)",NULL,,,,
GF_TL_UWAPPREXT,REPLACEMENTAMOUNT,"decimal(18,3)",NULL,,,,
GF_TL_UWAPPREXT,S_FLOODMAPZONE,nvarchar(8),NULL,,,,
GF_TL_UWAPPREXT,APP_SENT_BORROWER,datetime,NULL,,,,
GF_TL_UWAPPREXT,APPRAISAL_DELIVERED,datetime,NULL,,,,
GF_TL_UWAPPREXT,APP_TIME_WAIVE,datetime,NULL,,,,
GF_TL_UWAPPREXT,SELLER_ACQUIRED_PRC,"numeric(16,6)",NULL,,,Yes,
GF_TL_UWAPPREXT,APP_DELIVERED_DATETYPE,nvarchar(8),NULL,,,,
GF_TL_UWAPPREXT,APP_WAIVED_OK,nchar(1),NULL,,,,
GF_TL_UWAPPREXT,UW_APPR_DOC_ID,nvarchar(20),NULL,,,,
GF_TL_UWAPPREXT,APPRSL_CENTRAL_AIR,nchar(1),NULL,,,,
GF_TL_UWAPPREXT,PERCENT_SINGLE_FAM,int,NULL,,,,
GF_TL_UWAPPREXT,PERCENT_TWO_FOUR_UNIT,int,NULL,,,,
GF_TL_UWAPPREXT,PERCENT_MULTI_FAM,int,NULL,,,,
GF_TL_UWAPPREXT,PERCENT_COMMERCIAL,int,NULL,,,,
GF_TL_UWAPPREXT,S_PROP_LOC_TYPE,nvarchar(8),NULL,,,,
GF_TL_UWAPPREXT,PROP_LTN_TYP_OTHDESC,nvarchar(80),NULL,,,Yes,
GF_TL_UWAPPREXT,S_CAR_STORAGE_TYPE,nvarchar(8),NULL,,,,
GF_TL_UWAPPREXT,CARSTORAGE_TYPE_OTHR_DESC,nvarchar(80),NULL,,,,
GF_TL_UWAPPREXT,CARSTORAGE_NBR_CARS,int,NULL,,,,
GF_TL_UWAPPREXT,S_FOUNDATION_TYPE,nvarchar(8),NULL,,,,
GF_TL_UWAPPREXT,FNDN_TYPE_OTHER_DESC,nvarchar(80),NULL,,,,
GF_TLB_EQ_RES_EDAS,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TLB_EQ_RES_EDAS,BNUM,smallint,NOT NULL,Yes,,,
GF_TLB_EQ_RES_EDAS,DBID,nchar(5),NOT NULL,Yes,,,
GF_TLB_EQ_RES_EDAS,RESPONSEID,int,NOT NULL,Yes,,,
GF_TLB_EQ_RES_EDAS,CREDITRESPONSEID,int,NOT NULL,Yes,,Yes,
GF_TLB_EQ_RES_EDAS,EDAS_SCORE,smallint,NULL,,,,
GF_TLB_EQ_RES_EDAS,REGION_IND_TEXT,nvarchar(11),NULL,,,,
GF_TLB_EQ_RES_EDAS,REGION_IND_CODE,nchar(1),NULL,,,,
GF_TLB_EQ_RES_EDAS,REASON1,nvarchar(5),NULL,,,,
GF_TLB_EQ_RES_EDAS,REASON2,nvarchar(5),NULL,,,,
GF_TLB_EQ_RES_EDAS,REASON3,nvarchar(5),NULL,,,,
GF_TLB_EQ_RES_EDAS,REASON4,nvarchar(5),NULL,,,,
GF_TLB_EQ_RES_EDAS,REJECT_MSG_CODE,nchar(1),NULL,,,,
GF_TLB_EQ_RES_EDAS,REASON_TEXT1,nvarchar(79),NULL,,,,
GF_TLB_EQ_RES_EDAS,REASON_TEXT2,nvarchar(79),NULL,,,,
GF_TLB_EQ_RES_EDAS,REASON_TEXT3,nvarchar(79),NULL,,,,
GF_TLB_EQ_RES_EDAS,REASON_TEXT4,nvarchar(79),NULL,,,,
GF_TLB_EQ_RES_EDAS,ENHANCED_DAS_IND,nchar(1),NULL,,,,
GF_TLB_EQ_RES_SUMMARY,LNUM,nchar(20),NOT NULL,Yes,,,
GF_TLB_EQ_RES_SUMMARY,BNUM,smallint,NOT NULL,Yes,,,
GF_TLB_EQ_RES_SUMMARY,DBID,nchar(5),NOT NULL,Yes,,,
GF_TLB_EQ_RES_SUMMARY,RESPONSEID,int,NOT NULL,Yes,,,
GF_TLB_EQ_RES_SUMMARY,CREDITRESPONSEID,int,NOT NULL,Yes,,Yes,
GF_TLB_EQ_RES_SUMMARY,BEGIN_DT,datetime,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,END_DT,datetime,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,PR_SEG_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,COLL_SEG_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,LOW_HIGH_CRED_AMT,"decimal(18,3)",NULL,,,Yes,
GF_TLB_EQ_RES_SUMMARY,HIGH_HIGH_CRED_AMT,"decimal(18,3)",NULL,,,Yes,
GF_TLB_EQ_RES_SUMMARY,ACCTS_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_ONES_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_SIXES_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_TWOS_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_SEVENS_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_THREES_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_EIGHTS_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_FOURS_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_NINES_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_FIVES_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,MOP_RT_OTHERS_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,HIST_RT_TWOS_NUM,smallint,NULL,,,,
GF_TLB_EQ_RES_SUMMARY,HIST_RT_SEVENS_NUM,smallint,NULL,,,,
