Entity Name,Table Name,Entity/Table Definition,Entity/Table Owner,Attribute Name,Column Name,Attribute/Column Definition,Domain,Column Datatype,Column Null Option,Primary Key
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,PCT_BUSINESS_OWNED,PCT_BUSINESS_OWNED,,,"decimal(16,6)",NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,S_SELF_EMPL_TYPE,S_SELF_EMPL_TYPE,,,nvarchar(8),NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,PROF_MONTHS,PROF_MONTHS,,,int,NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,PROF_YEARS,PROF_YEARS,,,int,NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,BASE_INCOME,BASE_INCOME,,,"decimal(18,3)",NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,BONUS_INCOME,BONUS_INCOME,,,"decimal(18,3)",NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,COMMISSION_INCOME,COMMISSION_INCOME,,,"decimal(18,3)",NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,OVERTIME_INCOME,OVERTIME_INCOME,,,"decimal(18,3)",NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,MILITARY_INCOME,MILITARY_INCOME,,,"decimal(18,3)",NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,OTHER_INCOME,OTHER_INCOME,,,"decimal(18,3)",NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,TOTAL_INCOME,TOTAL_INCOME,,,"decimal(18,3)",NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,LIABCTR,LIABCTR,,,int,NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,S_EMP_UNIT_TYPE,S_EMP_UNIT_TYPE,,,nvarchar(8),NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,EMP_UNIT_NUMBER,EMP_UNIT_NUMBER,,,nvarchar(12),NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,INCOME_STATE_FOREIN,INCOME_STATE_FOREIN,,,nvarchar(35),NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,INCOME_POSTCODE,INCOME_POSTCODE,,,nvarchar(12),NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,EMP_CNTRY_COD,EMP_CNTRY_COD,,,nvarchar(12),NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,EMP_COUNTRY,EMP_COUNTRY,,,nvarchar(200),NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,INC_STMT_IND,INC_STMT_IND,,,nchar(1),NULL,No
WG_INCOME_SOURCE,WG_INCOME_SOURCE,,dbo,BUSINESS_INCOME,BUSINESS_INCOME,,,"decimal(18,3)",NULL,No
WG_INCOME_CHANGE_REASONS,WG_INCOME_CHANGE_REASONS,,dbo,REASON_ID,REASON_ID,,,nvarchar(20),NOT NULL,Yes
WG_INCOME_CHANGE_REASONS,WG_INCOME_CHANGE_REASONS,,dbo,REASON_TYPE,REASON_TYPE,,,nvarchar(100),NULL,No
WG_INCOME_CHANGE_REASONS,WG_INCOME_CHANGE_REASONS,,dbo,INCL_TEXT_FIELD,INCL_TEXT_FIELD,,,nchar(1),NULL,No
WG_INCOME_CHANGE_REASONS,WG_INCOME_CHANGE_REASONS,,dbo,CHANGE_INDICATOR,CHANGE_INDICATOR,,,nchar(1),NULL,No
WG_INCOME_CHANGE_REASONS,WG_INCOME_CHANGE_REASONS,,dbo,SRCENV,SRCENV,,,nvarchar(5),NULL,No
WG_INCOME_CHANGE_REASONS,WG_INCOME_CHANGE_REASONS,,dbo,REC_CUSTOM,REC_CUSTOM,,,nchar(1),NULL,No
WG_INCOME_CHANGE_REASONS,WG_INCOME_CHANGE_REASONS,,dbo,CREATE_DATE,CREATE_DATE,,,datetime,NULL,No
WG_INCOME_CHANGE_REASONS,WG_INCOME_CHANGE_REASONS,,dbo,MODIFY_DATE,MODIFY_DATE,,,datetime,NULL,No
WG_INTERIM_PMT,WG_INTERIM_PMT,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
WG_INTERIM_PMT,WG_INTERIM_PMT,,dbo,PRINCIPAL,PRINCIPAL,,,"decimal(16,6)",NULL,No
WG_INTERIM_PMT,WG_INTERIM_PMT,,dbo,INTEREST,INTEREST,,,"decimal(16,6)",NULL,No
WG_INTERIM_PMT,WG_INTERIM_PMT,,dbo,AMT_RXD,AMT_RXD,,,"decimal(16,6)",NULL,No
BUSYMXREF,BUSYMXREF,,dbo,S_MASTER,S_MASTER,,,nvarchar(8),NOT NULL,Yes
BUSYMXREF,BUSYMXREF,,dbo,S_SLAVE,S_SLAVE,,,nvarchar(8),NOT NULL,Yes
BUSYMXREF,BUSYMXREF,,dbo,MASTER_FLD_NAME,MASTER_FLD_NAME,,,nvarchar(20),NOT NULL,Yes
BUSYMXREF,BUSYMXREF,,dbo,SLAVE_FLD_NAME,SLAVE_FLD_NAME,,,nvarchar(20),NOT NULL,Yes
BTTNCODE,BTTNCODE,,dbo,FLDNAME,FLDNAME,,,nvarchar(20),NOT NULL,Yes
BTTNCODE,BTTNCODE,,dbo,BUTTID,BUTTID,,,nvarchar(10),NOT NULL,Yes
BTTNCODE,BTTNCODE,,dbo,DBCODE,DBCODE,,,nvarchar(8),NULL,No
BTTNCODE,BTTNCODE,,dbo,SRCENV,SRCENV,,,nvarchar(5),NULL,No
BTTNCODE,BTTNCODE,,dbo,REC_CUSTOM,REC_CUSTOM,,,nchar(1),NULL,No
BTTNCODE,BTTNCODE,,dbo,CREATE_DATE,CREATE_DATE,,,datetime,NULL,No
BTTNCODE,BTTNCODE,,dbo,MODIFY_DATE,MODIFY_DATE,,,datetime,NULL,No
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,DBID,DBID,,,nchar(5),NOT NULL,Yes
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,CNTR,CNTR,,,int,NOT NULL,Yes
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,CNTR2,CNTR2,,,int,NOT NULL,Yes
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,FLDNAME,FLDNAME,,,nvarchar(16),NULL,No
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,OPERATOR,OPERATOR,,,nvarchar(2),NULL,No
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,ALLOWED_VALUE,ALLOWED_VALUE,,,nvarchar(50),NULL,No
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,PASS,PASS,,,nchar(1),NULL,No
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,ACTUAL_VALUE,ACTUAL_VALUE,,,nvarchar(50),NULL,No
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,BOOLEAN,BOOLEAN,,,nvarchar(3),NULL,No
CL_TLCC_CS_CRITERIA,CL_TLCC_CS_CRITERIA,,dbo,FLDTYPE,FLDTYPE,,,smallint,NULL,No
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,DBID,DBID,,,nchar(5),NOT NULL,Yes
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,CNTR,CNTR,,,int,NOT NULL,Yes
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,CNTR2,CNTR2,,,int,NOT NULL,Yes
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,NAME,NAME,,,nvarchar(50),NULL,No
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,TYPE,TYPE,,,nvarchar(25),NULL,No
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,FLDNAME,FLDNAME,,,nvarchar(20),NULL,No
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,FLDVALUE,FLDVALUE,,,nvarchar(50),NULL,No
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,ACTUAL_POINTS,ACTUAL_POINTS,,,smallint,NULL,No
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,EXPECTED_POINTS,EXPECTED_POINTS,,,smallint,NULL,No
CL_TLCC_CS_ATTRS,CL_TLCC_CS_ATTRS,,dbo,DENIAL_REASON,DENIAL_REASON,,,nvarchar(25),NULL,No
CB_VRTXT,CB_VRTXT,,dbo,DBID,DBID,,,nchar(5),NOT NULL,Yes
CB_VRTXT,CB_VRTXT,,dbo,SERIALNO,SERIALNO,,,int,NOT NULL,Yes
CB_VRTXT,CB_VRTXT,,dbo,SEQNO,SEQNO,,,int,NOT NULL,Yes
CB_VRTXT,CB_VRTXT,,dbo,TEXTSEG,TEXTSEG,,,nchar(80),NULL,No
CB_VRTXT,CB_VRTXT,,dbo,LNUM,LNUM,,,nchar(20),NULL,No
CB_TRADE,CB_TRADE,,dbo,LNUM,LNUM,,,nchar(20),NOT NULL,Yes
CB_TRADE,CB_TRADE,,dbo,CBSOURCE,CBSOURCE,,,nchar(10),NOT NULL,Yes
CB_TRADE,CB_TRADE,,dbo,BOR_NUM,BOR_NUM,,,int,NOT NULL,Yes
CB_TRADE,CB_TRADE,,dbo,BOR_DBID,BOR_DBID,,,nchar(5),NOT NULL,Yes
CB_TRADE,CB_TRADE,,dbo,CNTR,CNTR,,,int,NOT NULL,Yes
CB_TRADE,CB_TRADE,,dbo,DBID,DBID,,,nchar(5),NOT NULL,Yes
CB_TRADE,CB_TRADE,,dbo,CB_NAME,CB_NAME,,,nchar(25),NULL,No
CB_TRADE,CB_TRADE,,dbo,MEMBERID,MEMBERID,,,nvarchar(40),NULL,No
CB_TRADE,CB_TRADE,,dbo,MEMBERNM,MEMBERNM,,,nvarchar(40),NULL,No
CB_TRADE,CB_TRADE,,dbo,CODE,CODE,,,nvarchar(25),NULL,No
CB_TRADE,CB_TRADE,,dbo,ACCOUNT,ACCOUNT,,,nvarchar(50),NULL,No
CB_TRADE,CB_TRADE,,dbo,INDICATR,INDICATR,,,nvarchar(40),NULL,No
CB_TRADE,CB_TRADE,,dbo,STATUS,STATUS,,,nvarchar(140),NULL,No
CB_TRADE,CB_TRADE,,dbo,RATING,RATING,,,nvarchar(5),NULL,No
CB_TRADE,CB_TRADE,,dbo,LOANTYPE,LOANTYPE,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,COM1SER,COM1SER,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,COM2SER,COM2SER,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,ECOA,ECOA,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,AMOUNT1,AMOUNT1,,,"decimal(18,3)",NULL,No
CB_TRADE,CB_TRADE,,dbo,AMT1TYPE,AMT1TYPE,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,AMOUNT2,AMOUNT2,,,"decimal(18,3)",NULL,No
CB_TRADE,CB_TRADE,,dbo,AMT2TYPE,AMT2TYPE,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,HI_CREDT,HI_CREDT,,,"decimal(18,3)",NULL,No
CB_TRADE,CB_TRADE,,dbo,CREDLIMT,CREDLIMT,,,"decimal(18,3)",NULL,No
CB_TRADE,CB_TRADE,,dbo,BALANCE,BALANCE,,,"decimal(18,3)",NULL,No
CB_TRADE,CB_TRADE,,dbo,PAST_DUE,PAST_DUE,,,"decimal(18,3)",NULL,No
CB_TRADE,CB_TRADE,,dbo,MAXDELRT,MAXDELRT,,,nvarchar(80),NULL,No
CB_TRADE,CB_TRADE,,dbo,MAXDLAMT,MAXDLAMT,,,"decimal(18,3)",NULL,No
CB_TRADE,CB_TRADE,,dbo,MAXDELDT,MAXDELDT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,OPEN_DT,OPEN_DT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,RPT_DT,RPT_DT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,BAL_DT,BAL_DT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,LSTDELDT,LSTDELDT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,CLOSE_DT,CLOSE_DT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,LASTPAID,LASTPAID,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,PAY_PROF,PAY_PROF,,,nvarchar(50),NULL,No
CB_TRADE,CB_TRADE,,dbo,COM_PROF,COM_PROF,,,nvarchar(50),NULL,No
CB_TRADE,CB_TRADE,,dbo,MTHS_REV,MTHS_REV,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,TERMS,TERMS,,,nvarchar(15),NULL,No
CB_TRADE,CB_TRADE,,dbo,RAW_TRMS,RAW_TRMS,,,nvarchar(15),NULL,No
CB_TRADE,CB_TRADE,,dbo,EST_PYMT,EST_PYMT,,,"decimal(18,3)",NULL,No
CB_TRADE,CB_TRADE,,dbo,MTH_PYMT,MTH_PYMT,,,nvarchar(10),NULL,No
CB_TRADE,CB_TRADE,,dbo,LATE_30,LATE_30,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,LATE_60,LATE_60,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,LATE_90,LATE_90,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,CLOSEIND,CLOSEIND,,,nchar(5),NULL,No
CB_TRADE,CB_TRADE,,dbo,ACCTTYPE,ACCTTYPE,,,nchar(5),NULL,No
CB_TRADE,CB_TRADE,,dbo,STAT_DT,STAT_DT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,PROFSTDT,PROFSTDT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,VERIF_DT,VERIF_DT,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,FULL_RAT,FULL_RAT,,,nchar(5),NULL,No
CB_TRADE,CB_TRADE,,dbo,APPLIES2,APPLIES2,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,GFS_STAT,GFS_STAT,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,MTHSOPEN,MTHSOPEN,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,GFS_TYPE,GFS_TYPE,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,LA30IN12,LA30IN12,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA60IN12,LA60IN12,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA30IN24,LA30IN24,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA60IN24,LA60IN24,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA30EVER,LA30EVER,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA60EVER,LA60EVER,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA90IN12,LA90IN12,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA90IN24,LA90IN24,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA90EVER,LA90EVER,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA120N12,LA120N12,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,LA120N24,LA120N24,,,int,NOT NULL,No
CB_TRADE,CB_TRADE,,dbo,MTHSRPTD,MTHSRPTD,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,OMIT,OMIT,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,CODE1,CODE1,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,CODE2,CODE2,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,CODE3,CODE3,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,CODE4,CODE4,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,CODE5,CODE5,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,DATE1,DATE1,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,DATE2,DATE2,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,DATE3,DATE3,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,DATE4,DATE4,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,DATE5,DATE5,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,NUMPASTDUE,NUMPASTDUE,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,LATE_120,LATE_120,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,LATE_150,LATE_150,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,LATE_190,LATE_190,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,AMOUNT3,AMOUNT3,,,"decimal(16,6)",NULL,No
CB_TRADE,CB_TRADE,,dbo,AMT3TYPE,AMT3TYPE,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,CODE6,CODE6,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,CODE7,CODE7,,,nvarchar(100),NULL,No
CB_TRADE,CB_TRADE,,dbo,ACCT_OWNER,ACCT_OWNER,,,nvarchar(30),NULL,No
CB_TRADE,CB_TRADE,,dbo,TERMS_TYPE,TERMS_TYPE,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,STAT_CODE,STAT_CODE,,,nchar(1),NULL,No
CB_TRADE,CB_TRADE,,dbo,HIST_DATE,HIST_DATE,,,datetime,NULL,No
CB_TRADE,CB_TRADE,,dbo,HIST_MOP,HIST_MOP,,,nvarchar(36),NULL,No
CB_TRADE,CB_TRADE,,dbo,DELQ_MOP,DELQ_MOP,,,nvarchar(50),NULL,No
CB_TRADE,CB_TRADE,,dbo,LA30IN36,LA30IN36,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,LA60IN36,LA60IN36,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,LA90IN36,LA90IN36,,,int,NULL,No
CB_TRADE,CB_TRADE,,dbo,REMARK1,REMARK1,,,nvarchar(10),NULL,No
CB_TRADE,CB_TRADE,,dbo,REMARK2,REMARK2,,,nvarchar(10),NULL,No
CB_TRADE,CB_TRADE,,dbo,REMARK3,REMARK3,,,nvarchar(10),NULL,No
CB_TRADE,CB_TRADE,,dbo,REMARK4,REMARK4,,,nvarchar(10),NULL,No
CL_TS_SC_PG_CP_ATTR_FLDS,CL_TS_SC_PG_CP_ATTR_FLDS,,dbo,FLDNAME,FLDNAME,,,nvarchar(20),NOT NULL,Yes
CL_TS_SC_PG_CP_ATTR_FLDS,CL_TS_SC_PG_CP_ATTR_FLDS,,dbo,DYNAMIC_NODE_ID,DYNAMIC_NODE_ID,,,int,NOT NULL,Yes
CL_TS_SC_PG_CP_ATTR_FLDS,CL_TS_SC_PG_CP_ATTR_FLDS,,dbo,ORDER_NUMBER,ORDER_NUMBER,,,int,NULL,No
CL_TS_SC_PG_CP_ATTR_FLDS,CL_TS_SC_PG_CP_ATTR_FLDS,,dbo,FILTER_FIELD,FILTER_FIELD,,,nchar(1),NULL,No
CL_TS_SC_PG_CP_ATTR_FLDS,CL_TS_SC_PG_CP_ATTR_FLDS,,dbo,SRCENV,SRCENV,,,nvarchar(5),NULL,No
CL_TS_SC_PG_CP_ATTR_FLDS,CL_TS_SC_PG_CP_ATTR_FLDS,,dbo,REC_CUSTOM,REC_CUSTOM,,,nchar(1),NULL,No
CL_TS_SC_PG_CP_ATTR_FLDS,CL_TS_SC_PG_CP_ATTR_FLDS,,dbo,CREATE_DATE,CREATE_DATE,,,datetime,NULL,No
CL_TS_SC_PG_CP_ATTR_FLDS,CL_TS_SC_PG_CP_ATTR_FLDS,,dbo,MODIFY_DATE,MODIFY_DATE,,,datetime,NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,CP_SEGMENT_CFD_ID,CP_SEGMENT_CFD_ID,,,int,NOT NULL,Yes
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,CP_SEGMENT_CF_ID,CP_SEGMENT_CF_ID,,,int,NOT NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,BOOLEAN_OPERATOR,BOOLEAN_OPERATOR,,,nvarchar(3),NOT NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,COMPARISON_OPERATOR,COMPARISON_OPERATOR,,,nvarchar(2),NOT NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,VALUE,VALUE,,,nvarchar(50),NOT NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,ALTKEY,ALTKEY,,,nvarchar(36),NOT NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,SRCENV,SRCENV,,,nvarchar(5),NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,REC_CUSTOM,REC_CUSTOM,,,nchar(1),NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,CREATE_DATE,CREATE_DATE,,,datetime,NULL,No
CL_TS_SC_CP_SEGMENT_CFD,CL_TS_SC_CP_SEGMENT_CFD,,dbo,MODIFY_DATE,MODIFY_DATE,,,datetime,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,S_PROD,S_PROD,,,nvarchar(8),NOT NULL,Yes
CL_TS_CALCS,CL_TS_CALCS,,dbo,PYMT_TYPE,PYMT_TYPE,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,INT_TYPE,INT_TYPE,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,INT_DIVISOR,INT_DIVISOR,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,FIRST_PYMT_CAL,FIRST_PYMT_CAL,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,ROUND_TYPE,ROUND_TYPE,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,SC_OPTION,SC_OPTION,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,CL_INSURANCE_TABLE,CL_INSURANCE_TABLE,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,AH_INSURANCE_TABLE,AH_INSURANCE_TABLE,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,LL_INSURANCE_TABLE,LL_INSURANCE_TABLE,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,J_CL_INSURANCE_TABLE,J_CL_INSURANCE_TABLE,,,smallint,NULL,No
CL_TS_CALCS,CL_TS_CALCS,,dbo,J_LL_INSURANCE_TABLE,J_LL_INSURANCE_TABLE,,,smallint,NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,STATIC_NODE_ID,STATIC_NODE_ID,,,int,NOT NULL,Yes
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,PARENT_STATIC_NODE_ID,PARENT_STATIC_NODE_ID,,,int,NOT NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,NAME,NAME,,,nvarchar(50),NOT NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,CHILD_TYPE,CHILD_TYPE,,,smallint,NOT NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,PROPERTY_PAGE,PROPERTY_PAGE,,,nvarchar(50),NOT NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,COMPLETE,COMPLETE,,,smallint,NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,ASSOCIATED_FLDNAME,ASSOCIATED_FLDNAME,,,nvarchar(20),NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,ALTKEY,ALTKEY,,,nvarchar(36),NOT NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,SRCENV,SRCENV,,,nvarchar(5),NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,REC_CUSTOM,REC_CUSTOM,,,nchar(1),NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,CREATE_DATE,CREATE_DATE,,,datetime,NULL,No
CL_TS_SC_STATIC_NODES,CL_TS_SC_STATIC_NODES,,dbo,MODIFY_DATE,MODIFY_DATE,,,datetime,NULL,No
CL_TS_SC_PRODUCT_GROUPS,CL_TS_SC_PRODUCT_GROUPS,,dbo,NAME,NAME,,,nvarchar(50),NOT NULL,No
CL_TS_SC_PRODUCT_GROUPS,CL_TS_SC_PRODUCT_GROUPS,,dbo,TYPE,TYPE,,,smallint,NULL,No
CL_TS_SC_PRODUCT_GROUPS,CL_TS_SC_PRODUCT_GROUPS,,dbo,PRODUCT_GROUP_ID,PRODUCT_GROUP_ID,,,int,NOT NULL,Yes
CL_TS_SC_PRODUCT_GROUPS,CL_TS_SC_PRODUCT_GROUPS,,dbo,ALTKEY,ALTKEY,,,nvarchar(36),NULL,No
CL_TS_SC_PRODUCT_GROUPS,CL_TS_SC_PRODUCT_GROUPS,,dbo,SRCENV,SRCENV,,,nvarchar(5),NULL,No
CL_TS_SC_PRODUCT_GROUPS,CL_TS_SC_PRODUCT_GROUPS,,dbo,REC_CUSTOM,REC_CUSTOM,,,nchar(1),NULL,No
CL_TS_SC_PRODUCT_GROUPS,CL_TS_SC_PRODUCT_GROUPS,,dbo,CREATE_DATE,CREATE_DATE,,,datetime,NULL,No
CL_TS_SC_PRODUCT_GROUPS,CL_TS_SC_PRODUCT_GROUPS,,dbo,MODIFY_DATE,MODIFY_DATE,,,datetime,NULL,No
CL_TS_SC_PG_CS_ATTRS,CL_TS_SC_PG_CS_ATTRS,,dbo,PG_CS_ATTR_ID,PG_CS_ATTR_ID,,,int,NOT NULL,Yes
CL_TS_SC_PG_CS_ATTRS,CL_TS_SC_PG_CS_ATTRS,,dbo,PG_CS_CARD_ID,PG_CS_CARD_ID,,,int,NOT NULL,No
CL_TS_SC_PG_CS_ATTRS,CL_TS_SC_PG_CS_ATTRS,,dbo,DESC_NAME,DESC_NAME,,,nvarchar(50),NOT NULL,No
CL_TS_SC_PG_CS_ATTRS,CL_TS_SC_PG_CS_ATTRS,,dbo,EXPECTED_VAL,EXPECTED_VAL,,,int,NULL,No
